PaperName,URL,LastEdited,Disciplines,Tags
Report2: Impact of Covid-19 on young people aged 13-24 in the UK- preliminary findings,https://psyarxiv.com/s32j8/,"Jan 20, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Cognitive Psychology', 'Developmental Psychology', 'Quantitative Methods', 'Mental Health']","['adolescents', 'anxiety', 'children', 'Covid-19', 'depression', 'mental health', 'parents', 'resilience']"
Menstruation and Menopause in autistic adults: Periods of importance?,https://psyarxiv.com/kn8xe/,"Jun 7, 2021",['Psychiatry'],[]
Can the Academic and Experiential Study of Flourishing Improve College Student Functioning? A Multi-University Study,https://psyarxiv.com/5pgms/,"Jul 20, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Early Adulthood', 'Educational Psychology', 'Adolescence', 'Learner']","['college student mental health', 'depression', 'Flourishing', 'meditation', 'mindfulness']"
Report on People's Mental Health Survey During Covid19,https://psyarxiv.com/5e9kf/,"Oct 19, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Assessment', 'Health Psychology', 'Mental Health', 'Quantitative Methods', 'Psychometrics']","['anxiety', 'corona virus', 'covid19', 'depression', 'latest', 'mental health', 'stanford rebuild', 'stressors', 'survey', 'survey results']"
Genetic and environmental factors predict multivariate trajectories of maternal distress after birth,https://psyarxiv.com/gqpzv/,"Mar 20, 2021","['Psychiatry', 'Neuroscience', 'Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']","['general stress', 'latent class modeling', 'marital stress', 'parenting stress', 'postpartum distress', 'symptoms of depression']"
Behavioural sleep and circadian rhythm interventions in bipolar disorder: a systematic review of randomised controlled trials,https://psyarxiv.com/vpdgx/,"Jul 30, 2021","['Psychiatry', 'Neuroscience', 'Clinical Neuroscience']","['bipolar disorder', 'bright light therapy', 'chronobiology', 'circadian rhythms', 'cognitive behavioural therapy', 'depression', 'interpersonal and social rhythm therapy', 'mania', 'meta-analysis', 'mood disorders', 'sleep', 'sleep deprivation', 'systematic review']"
Reciprocal associations between positive emotions and motivation in daily life: Network analyses in anhedonic individuals and healthy controls,https://psyarxiv.com/tdnws/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Clinical Psychology', 'Developmental Psychology']",[]
The psychological wellbeing of frontline workers in the United Kingdom during the COVID-19 pandemic: First and second wave findings from the COVID-19 Psychological Research Consortium (C19PRC) Study,https://psyarxiv.com/dcynw/,"Oct 12, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']",[]
Temperamental and behavioral characteristics during adolescence mediate associations between polygenic risk for internalizing and externalizing traits with cannabis use in young adulthood,https://psyarxiv.com/4rz3y/,"Oct 10, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction', 'Psychiatry']","['adolescence', 'cannabis use', 'externalizing', 'heritability', 'polygenic risk', 'young adult']"
Genetic and environmental factors predict multivariate trajectories of maternal distress after birth,https://psyarxiv.com/gqpzv/,"Mar 20, 2021","['Psychiatry', 'Neuroscience', 'Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']","['general stress', 'latent class modeling', 'marital stress', 'parenting stress', 'postpartum distress', 'symptoms of depression']"
"Drinking to cope during the COVID-19 pandemic: The role of external and internal stress-related factors in coping motive pathways to alcohol use, solitary drinking, and alcohol problems",https://psyarxiv.com/8vfp9/,"Oct 13, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction']","['alcohol', 'alcohol problems', 'coping', 'Coronavirus', 'COVID-19', 'depression', 'drinking alone', 'drinking motives', 'income', 'parent', 'social distancing', 'social isolation', 'solitary drinking', 'stress']"
Too much of a good thing? Excessive use across behaviours and associations with mental health,https://psyarxiv.com/pnx2e/,"Sep 22, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Psychiatry']","['behavioral addictions', 'gaming disorder', 'social media disorder']"
Direct and indirect effects of dorsolateral prefrontal cortex and emotion regulation strategy use on mental health during Covid-19,https://psyarxiv.com/bmgt9/,"May 7, 2021","['Social and Behavioral Sciences', 'Emotion', 'Neuroscience']","['cortical thickness', 'Covid-19', 'emotion regulation', 'mental health', 'neuroimaging', 'prefrontal cortex']"
Mối liên hệ giữa sự quan tâm có điều kiện của mẹ với mức độ lo âu và trầm cảm của con cái [The relationships between maternal conditional regard with offsprings' anxiety and depressive symptoms among students],https://psyarxiv.com/6efv7/,"Sep 22, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Adolescence']",[]
Prevalence and severity of posttraumatic stress symptoms in psychosis: associations with affective and patient-centered variables in those referred for psychological services,https://psyarxiv.com/cn3gs/,"Jan 9, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychology, other', 'Psychiatry']","['affect', 'patient-centered', 'posttraumatic stress symptoms', 'Psychosis', 'Psychotherapy', 'schizophrenia', 'screening', 'Trauma']"
Parental depressive and anxiety symptoms as a response to the COVID-19 pandemic: a birth cohort follow-up study,https://psyarxiv.com/8htb4/,"Sep 23, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology', 'Depressive Disorders', 'Couples, Marriage, and Family', 'Anxiety Disorders', 'Psychiatry', 'Clinical Child Psychology']","['Anxiety', 'Child mental health', 'COVID-19', 'Depression', 'Mental health', 'Parents']"
"Insomnia Mediates the Association between Eveningness and Suicidal Ideation, Defeat, Entrapment, and Psychological Distress in Young Adults",https://psyarxiv.com/qhfyc/,"Oct 17, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Sleep-wake Disorders', 'Psychology, other']",[]
Alarming levels of psychiatric symptoms and the role of loneliness during the COVID-19 epidemic: A case study of Hong Kong,https://psyarxiv.com/wv9y2/,"Oct 20, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychotic Disorders', 'Depressive Disorders', 'Psychiatry', 'Trauma and Stress', 'Anxiety Disorders', 'Substance Abuse and Addiction', 'Mental Disorders']","['anxiety', 'COVID-19', 'depression', 'loneliness', 'mental health', 'psychiatry', 'psychosis', 'psychosis risk', 'social isolation', 'stress']"
"Compartmentalization of self-representations in female survivors of sexual abuse and assault, with posttraumatic stress disorder (PTSD)",https://psyarxiv.com/xms5f/,"Dec 17, 2018","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Trauma and Stress']",['Post-Traumatic Stress Disorder; self-concept; autobiographical memory; overgeneral; compartmentalization']
Goal Achievement and Goal-related Cognitions in Behavioral Activation Treatment for Depression,https://psyarxiv.com/rcvba/,"Jan 28, 2019","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']",[]
Open Trial of a Personalized Modular Treatment for Mood and Anxiety,https://psyarxiv.com/8ezhm/,"Feb 12, 2019","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Psychotherapy', 'Depressive Disorders', 'Anxiety Disorders', 'Intervention Research', 'Clinical Decision Making']","['Anxiety', 'Depression', 'Idiography', 'N=1', 'Personalized Treatment', 'Precision Medicine', 'Psychotherapy']"
The Replicability and Generalizability of Internalizing Symptom Networks Across Five Samples,https://psyarxiv.com/2s6av/,"Oct 25, 2019","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Mental Disorders', 'Depressive Disorders', 'Anxiety Disorders']","['anxiety', 'depression', 'internalizing', 'network', 'replicability']"
"The way of making choices: maximizing and satisficing and its relationship to well- being, personality, and self-rumination",https://psyarxiv.com/zav9t/,"Jul 8, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Consumer Psychology', 'Social and Personality Psychology']","['depression', 'extraversion', 'happiness', 'neuroticism', 'paradox of choice', 'self-rumination']"
“Why Me?”: Characterological Self-Blame and Continued Victimization in the First Year of Middle School,https://psyarxiv.com/9bgqs/,"Nov 1, 2018","['Social and Behavioral Sciences', 'Developmental Psychology']","['adolescence', 'bullying', 'middle school', 'peer victimization', 'self-blame']"
Study-protocol of the COMPARE-Interaction study: The impact of maternal comorbid depression and anxiety disorders in the peripartum period on child development,https://psyarxiv.com/3g6z5/,"Feb 26, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Developmental Psychology', 'Infancy']",[]
The effectiveness of game-based meditation therapy for traumatized adolescents in residential care: a randomized controlled trial (PREPRINT),https://psyarxiv.com/uk5fh/,"Apr 5, 2021",['Psychiatry'],"['Adolescents', 'Intervention', 'Meditation', 'Post-traumatic stress', 'RCT', 'Trauma']"
Scrutinizing the Clinical Symptoms and treatment Outcomes in a Case of Parasomnia with Sleepwalking Disorder Associated with Nocturnal Violence,https://psyarxiv.com/aq9dg/,"Mar 27, 2021","['Psychiatry', 'Neuroscience', 'Behavioral Neuroscience']","['Biofeedback therapy', 'CPAP', 'NREM parasomnias', 'Obstructive sleep apnea', 'Polysomnography', 'Sleepwalking']"
"Supporting parents of children and young people with anxiety and depressive disorders, an opportunity not to be missed: A scoping review.",https://psyarxiv.com/bnwct/,"Apr 5, 2021",['Psychiatry'],[]
How depressive symptoms hinder positive information processing – An experimental study on the interplay of cognitive immunisation and negative mood in the context of expectation update.,https://psyarxiv.com/cegwh/,"Oct 3, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']",[]
Measuring Novel Antecedents of Mental Illness: The Questionnaire of Unpredictability in Childhood,https://psyarxiv.com/28gd4/,"Dec 27, 2018",['Psychiatry'],[]
Smile (but only deliberately) though your heart is aching: Loneliness is associated with impaired spontaneous smile mimicry,https://psyarxiv.com/jfdgy/,"Apr 19, 2019","['Neuroscience', 'Social and Behavioral Sciences', 'Psychology, other', 'Cognitive Neuroscience']","['electromyography', 'fEMG', 'loneliness', 'mimicry', 'smile', 'social connection']"
"Personality, resilience, and psychopathology: A model for the interaction between slow and fast network processes in the context of mental health",https://psyarxiv.com/mznbw/,"Apr 29, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Quantitative Methods', 'Psychometrics']","['mental health', 'network analysis', 'personality', 'resilience']"
Inconsistent curiosity: Augmentation and blunting of curiosity in daily life and implications for well-being,https://psyarxiv.com/2vf94/,"Sep 8, 2019","['Social and Behavioral Sciences', 'Emotion', 'Psychology, other']","['curiosity', 'daily diary', 'depressed mood', 'experience-sampling', 'physical activity', 'well-being']"
"Consequences of assortative mating for genetic similarities between partners, siblings, and in-laws",https://psyarxiv.com/7yw4j/,"Feb 2, 2021","['Social and Behavioral Sciences', 'Psychiatry', 'Life Sciences', 'Educational Psychology']",[]
Long-term stability of computational parameters during approach-avoidance conflict in a transdiagnostic psychiatric patient sample,https://psyarxiv.com/bsuh8/,"Apr 7, 2021","['Neuroscience', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction', 'Depressive Disorders', 'Anxiety Disorders', 'Emotion', 'Psychiatry', 'Computational Neuroscience']","['active inference', 'anxiety', 'approach-avoidance conflict', 'computational psychiatry', 'depression', 'substance use disorders']"
Sexual minority orientation is associated with greater psychological impact due to the COVID-19 crisis—evidence from a longitudinal cohort study of young Swiss men,https://psyarxiv.com/xg94c/,"Jan 15, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Social health', 'Social and Personality Psychology', 'Mental Health']",[]
Neural sensitivity to peer rejection predicts increases in depressive symptoms among anxious adolescents,https://psyarxiv.com/427p8/,"Feb 4, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Adolescence', 'Clinical Psychology', 'Clinical Child Psychology']","['anxiety', 'depression', 'neuroimaging', 'peer rejection', 'social threat']"
Storm Clouds and Silver Linings: Impacts of COVID-19 and Daily Emotional Health in Adolescent Girls,https://psyarxiv.com/hmsj8/,"Feb 4, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Clinical Child Psychology']","['adolescent', 'anxiety', 'COVID-19', 'daily diary', 'depression', 'emotion']"
Pandemic-Induced Depression and Anxiety in Healthcare Professionals,https://psyarxiv.com/5rehd/,"Nov 9, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Stress', 'Clinical Psychology']",[]
"A year in the social life of a teenager: Within-person fluctuations in stress, phone communication, and anxiety and depression",https://psyarxiv.com/aekjt/,"Nov 10, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Social and Personality Psychology', 'Clinical Psychology']",[]
"The effectiveness, feasibility and acceptability of a school-based intervention to improve sleep and psychological wellbeing in adolescents.",https://psyarxiv.com/rd9vy/,"Feb 6, 2021","['Social and Behavioral Sciences', 'School Psychology', 'Intervention', 'Health Psychology']","['Adolescent Sleep', 'School-based intervention']"
Perinatal Mental Health During the COVID-19 Pandemic: Evidence for Heightened Distress in Pregnant Women Highlights the Need for Novel Interventions,https://psyarxiv.com/j349z/,"Jan 14, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Couples, Marriage, and Family']","['coronavirus', 'COVID-19', 'perinatal mental health', 'prenatal depression', 'social connection']"
The effect of change in routine on student mental wellbeing during a nationwide lockdown,https://psyarxiv.com/suwnp/,"Mar 29, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being']","['Covid-19 pandemic', 'Eating behaviour', 'instability', 'Lockdown', 'Mood', 'Routine and structure', 'stability']"
Relationships between Psychological Factors and Experimental Pain Outcomes in Healthy Individuals: Results from 8 Studies,https://psyarxiv.com/mn8z3/,"Apr 20, 2021","['Neuroscience', 'Behavioral Neuroscience']",[]
Computerised Memory Specificity Training (c-MeST) for Major Depression: A Randomised Controlled Trial,https://psyarxiv.com/8yadm/,"Sep 23, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Cognitive Psychology', 'Memory', 'Depressive Disorders']",['memory specificity; depression; major depressive episode; randomised controlled trial; overgeneral memory']
Temporal dynamics of COVID-19’s psychological impact in the Czech Republic: from the outbreak to the stabilization,https://psyarxiv.com/bjx8r/,"Feb 25, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health', 'Stress']",[]
Why We Imagine Our Future: Introducing the Functions of Future Thinking Scale (FoFTS),https://psyarxiv.com/bez4u/,"Sep 28, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Assessment', 'Cognitive Psychology', 'Memory']","['future thinking; autobiographical memory; episodic future thinking; factor analysis; scale development; functional approach', 'major depression']"
Shifting Episodic Prediction With Online Cognitive Bias Modification: A Randomized Controlled Trial,https://psyarxiv.com/dg7z8/,"Nov 3, 2020","['Social and Behavioral Sciences', 'Clinical Psychology']","['anxiety', 'cognitive bias modification', 'depression', 'expectancy bias', 'prospection']"
High Work-related Stress and Anxiety Response to COVID-19 among Healthcare Workers in South Korea: SAVE study,https://psyarxiv.com/9nxth/,"Nov 3, 2020","['Social and Behavioral Sciences', 'Psychology, other', 'Psychiatry']",[]
Measuring Novel Antecedents of Mental Illness: The Questionnaire of Unpredictability in Childhood,https://psyarxiv.com/28gd4/,"Dec 27, 2018",['Psychiatry'],[]
Inconsistent curiosity: Augmentation and blunting of curiosity in daily life and implications for well-being,https://psyarxiv.com/2vf94/,"Sep 8, 2019","['Social and Behavioral Sciences', 'Emotion', 'Psychology, other']","['curiosity', 'daily diary', 'depressed mood', 'experience-sampling', 'physical activity', 'well-being']"
Impact of maternal depressive symptoms on the development of infant temperament: Cascading effects during the first year of life,https://psyarxiv.com/tzfg8/,"Apr 1, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Infancy', 'Personality Development', 'Emotional Development']","['individual differences', 'infant temperament', 'longitudinal', 'maternal depressive symptoms', 'negative affect', 'SEM', 'structural equation modeling']"
"A year in the social life of a teenager: Within-person fluctuations in stress, phone communication, and anxiety and depression",https://psyarxiv.com/aekjt/,"Nov 10, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Social and Personality Psychology', 'Clinical Psychology']",[]
Pandemic-Induced Depression and Anxiety in Healthcare Professionals,https://psyarxiv.com/5rehd/,"Nov 9, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Stress', 'Clinical Psychology']",[]
Sexual minority orientation is associated with greater psychological impact due to the COVID-19 crisis—evidence from a longitudinal cohort study of young Swiss men,https://psyarxiv.com/xg94c/,"Jan 15, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Social health', 'Social and Personality Psychology', 'Mental Health']",[]
Neural sensitivity to peer rejection predicts increases in depressive symptoms among anxious adolescents,https://psyarxiv.com/427p8/,"Feb 4, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Adolescence', 'Clinical Psychology', 'Clinical Child Psychology']","['anxiety', 'depression', 'neuroimaging', 'peer rejection', 'social threat']"
"The effectiveness, feasibility and acceptability of a school-based intervention to improve sleep and psychological wellbeing in adolescents.",https://psyarxiv.com/rd9vy/,"Feb 6, 2021","['Social and Behavioral Sciences', 'School Psychology', 'Intervention', 'Health Psychology']","['Adolescent Sleep', 'School-based intervention']"
Storm Clouds and Silver Linings: Impacts of COVID-19 and Daily Emotional Health in Adolescent Girls,https://psyarxiv.com/hmsj8/,"Feb 4, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Clinical Child Psychology']","['adolescent', 'anxiety', 'COVID-19', 'daily diary', 'depression', 'emotion']"
Perinatal Mental Health During the COVID-19 Pandemic: Evidence for Heightened Distress in Pregnant Women Highlights the Need for Novel Interventions,https://psyarxiv.com/j349z/,"Jan 14, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Couples, Marriage, and Family']","['coronavirus', 'COVID-19', 'perinatal mental health', 'prenatal depression', 'social connection']"
A Dynamic Approach to Risk Factors for Maternal Corporal Punishment in Early to Middle Childhood,https://psyarxiv.com/z4gwc/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Developmental Psychology', 'Clinical Psychology']","['aggression', 'corporal punishment', 'dynamic', 'early childhood', 'infancy', 'latent growth curve modeling', 'longitudinal', 'middle childhood', 'mothers', 'parenting', 'psychopathology', 'risk factors']"
The Effects of Mindfulness-Based Interventions on Cognition and Mental Health in Children and Adolescents: A Meta-Analysis of Randomised Controlled Trials,https://psyarxiv.com/rj5mk/,"Jun 10, 2020","['Social and Behavioral Sciences', 'Life Sciences', 'Developmental Psychology']",[]
"Adapting a Revised Child Anxiety and Depression Scale for rural India: a pilot, amenable to scale up.",https://psyarxiv.com/25pnr/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Psychology, other']",[]
Specific deficits in response inhibition in a population-based study of self-reported concussion,https://psyarxiv.com/c64xu/,"Jul 15, 2019","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Attention', 'Reasoning', 'Health Psychology', 'Neuroscience', 'Behavioral Neuroscience', 'Problem Solving']",[]
A Meta-Analysis of Placebo-Controlled Trials of Psychedelic-Assisted Therapy,https://psyarxiv.com/sgujx/,"Oct 28, 2020","['Social and Behavioral Sciences', 'Psychiatry']",[]
"Depression, Anxiety, and Social Rejection Decisions: General Distress Symptoms are Associated with Rejection Feeling More Difficult",https://psyarxiv.com/jdx2q/,"Apr 19, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Social and Personality Psychology', 'Interpersonal Relationships', 'Clinical Decision Making', 'Depressive Disorders', 'Emotion']","['anxiety', 'decision-making', 'depression', 'ghosting', 'negative affect', 'self-esteem', 'social rejection']"
Associations among state-level physical distancing measures and suicidal thoughts and behaviors among U.S. adults during the early COVID-19 pandemic,https://psyarxiv.com/9bpr4/,"Jun 17, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress']","['coronavirus', 'COVID-19', 'stress', 'suicide']"
When the children do not sleep: the association with paternal mental health,https://psyarxiv.com/atz8j/,"Oct 24, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Early Childhood', 'Clinical Psychology', 'Sleep-wake Disorders']","['fathers', 'mental health', 'network models', 'paediatric sleep', 'parent-child', 'sleep']"
Mood Symptoms and Impairment Due to Substance Use: A Network Perspective on Comorbidity,https://psyarxiv.com/fmju2/,"Nov 10, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Bipolar and Related Disorders', 'Substance Abuse and Addiction', 'Psychiatry', 'Mental Disorders', 'Depressive Disorders']",['Comorbidity; depression; hypomania; bipolar disorder; substance use']
A Sickness of the Soul: An Exploration into Self and Social Stigma towards Help Seeking in Indonesia,https://psyarxiv.com/5e4pc/,"Mar 9, 2021",['Psychiatry'],"['demographics', 'Help-seeking stigma', 'mental health', 'Stigma']"
State anhedonia in young healthy adults: psychometric properties of the German Dimensional Anhedonia Rating Scale (DARS) and effects of the COVID-19 pandemic,https://psyarxiv.com/rvtjm/,"Mar 26, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Assessment', 'Psychiatry']","['depression', 'factor analysis', 'mental health', 'pleasure', 'reliability', 'self-report', 'validity']"
Minimal mindfulness of the world as an active control for a full mindfulness of mental states intervention: A Registered Report and Pilot study,https://psyarxiv.com/3umz7/,"Jun 21, 2021","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Clinical Psychology', 'Psychotherapy', 'Consciousness']","['Active', 'Buddhism', 'Clinical', 'Cognitive', 'Control', 'Meditation', 'Metacognition', 'Meta-cognition', 'Metacognitive', 'Meta-cognitive', 'Mindfulness', 'Placebo', 'Psychology', 'Satipatthana']"
Borderline personality disorder traits associate with midlife cardiometabolic risk,https://psyarxiv.com/6eksy/,"Jun 28, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['borderline personality disorder', 'cardiometabolic risk', 'depression', 'metabolic syndrome', 'personality', 'personality pathology']"
Effects of Brief Interventions on Internalizing Symptoms and Substance Use in Youth: A Systematic Review,https://psyarxiv.com/dbtrk/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['Brief interventions', 'depression', 'internalizing', 'substance use', 'systematic review', 'youth']"
Examining Emotional Pain Among Individuals With Chronic Physical Pain: Nomothetic and Idiographic Approaches,https://psyarxiv.com/fuers/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Assessment', 'Health Psychology']","['chronic pain', 'depression', 'EMA', 'emotional clarity', 'emotional pain', 'personalized models']"
Anticipating Critical Transitions in Psychological Systems using Early Warning Signals: Theoretical and Practical Considerations,https://psyarxiv.com/5wc28/,"Aug 2, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Computational Modeling', 'Psychiatry', 'Clinical Psychology', 'Statistical Methods']","['Critical Slowing Down', 'Dynamical Systems', 'Early Warning Signals', 'Resilience', 'Tipping Points']"
Objectively-measured digital technology use does not predict within- or between-person increases in psychological distress among young adults,https://psyarxiv.com/ucsh6/,"Jul 5, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']","['anxiety', 'depression', 'digital technology', 'psychological distress', 'screen time', 'smartphones', 'social isolation', 'social media', 'young adults']"
"Depression, Self-Criticism, and Nonsuicidal Self-Injury: A Prospective Investigation in Young Adults",https://psyarxiv.com/g7x6k/,"Aug 4, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Clinical Psychology', 'Depressive Disorders', 'Emotion']","['depression', 'longitudinal', 'nonsuicidal self-injury', 'NSSI', 'self-criticism', 'self-injury', 'young adult']"
The Role of Ethnic and National Identifications in Perceived Discrimination for Asian Americans: Toward a Better Understanding of the Buffering Effect of Group Identifications on Psychological Distress,https://psyarxiv.com/yrkqf/,"Aug 4, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Intergroup Processes']","['anxiety', 'bicultural identity', 'depression', 'ethnic identity', 'national identity', 'Schedule of Racist Events']"
Open Trial of a Personalized Modular Treatment for Mood and Anxiety,https://psyarxiv.com/8ezhm/,"Feb 12, 2019","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Psychotherapy', 'Depressive Disorders', 'Anxiety Disorders', 'Intervention Research', 'Clinical Decision Making']","['Anxiety', 'Depression', 'Idiography', 'N=1', 'Personalized Treatment', 'Precision Medicine', 'Psychotherapy']"
Unfairness During Unemployment – How Perceived Injustice Affects Mental Health Among Unemployed People,https://psyarxiv.com/f48pz/,"Jan 8, 2019","['Social and Behavioral Sciences', 'Health Psychology', 'Industrial and Organizational Psychology', 'Organizational Justice', 'Mental Health']","['employment agency', 'justice perceptions', 'mental health', 'unemployment']"
“Why Me?”: Characterological Self-Blame and Continued Victimization in the First Year of Middle School,https://psyarxiv.com/9bgqs/,"Nov 1, 2018","['Social and Behavioral Sciences', 'Developmental Psychology']","['adolescence', 'bullying', 'middle school', 'peer victimization', 'self-blame']"
Development and Validation of the Body Understanding Measure for Pregnancy Scale (BUMPs) and its Role in Antenatal Attachment,https://psyarxiv.com/jv49r/,"Apr 17, 2019","['Social and Behavioral Sciences', 'Psychology, other']",[]
Goal Achievement and Goal-related Cognitions in Behavioral Activation Treatment for Depression,https://psyarxiv.com/rcvba/,"Jan 28, 2019","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']",[]
The Replicability and Generalizability of Internalizing Symptom Networks Across Five Samples,https://psyarxiv.com/2s6av/,"Oct 25, 2019","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Mental Disorders', 'Depressive Disorders', 'Anxiety Disorders']","['anxiety', 'depression', 'internalizing', 'network', 'replicability']"
"The way of making choices: maximizing and satisficing and its relationship to well- being, personality, and self-rumination",https://psyarxiv.com/zav9t/,"Jul 8, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Consumer Psychology', 'Social and Personality Psychology']","['depression', 'extraversion', 'happiness', 'neuroticism', 'paradox of choice', 'self-rumination']"
"SUICIDE ATTEMPTS IN TURKISH UNIVERSITY STUDENTS: THE ROLE OF COGNITIVE STYLE, HOPELESSNESS, COGNITIVE REACTIVITY, RUMINATION, SELF-ESTEEM, AND PERSONALITY TRAITS",https://psyarxiv.com/p9ueh/,"Apr 25, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychotherapy', 'Depressive Disorders', 'Mental Disorders', 'Personality Disorders', 'Trauma and Stress', 'Psychiatry', 'Therapy', 'Diagnosis']","['cognitive style', 'hopelessness', 'rumination', 'suicide attempt', 'university students']"
How depressive symptoms hinder positive information processing – An experimental study on the interplay of cognitive immunisation and negative mood in the context of expectation update.,https://psyarxiv.com/cegwh/,"Oct 3, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']",[]
Reward-Seeking Deficits in Major Depression: Unpacking Appetitive Task Performance with Ex-Gaussian Response Time Variability Analysis,https://psyarxiv.com/vxnds/,"Oct 13, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['Depression', 'Ex Gaussian Models', 'Intraindividual Variability', 'Motivation', 'Response Time Variability']"
Report1: Impact of Covid-19 on young people aged 13-24 in the UK- preliminary findings,https://psyarxiv.com/uq4rn/,"Jan 20, 2021","['Social and Behavioral Sciences', 'Emotion', 'Health Psychology', 'Mental Health', 'Quantitative Methods', 'Psychiatry', 'Developmental Psychology']","['adolescents', 'anxiety', 'Covid-19', 'depression', 'mental Health', 'resilience', 'well being']"
"Changes in sleep pattern, sense of time, and digital media use during COVID-19 lockdown in Italy",https://psyarxiv.com/284mr/,"Sep 27, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health', 'Stress', 'Health-related Behavior', 'Social health']","['#circadian rhythms', '#COVID-19', '#depression', '#digital media use', '#home confinement', '#sleep quality', '#time experience']"
"Altered interoceptive perception and the effects of interoceptive analgesia in musculoskeletal, primary, and neuropathic chronic pain conditions.",https://psyarxiv.com/jqt3g/,"Nov 10, 2020","['Neuroscience', 'Social and Behavioral Sciences', 'Clinical Neuroscience', 'Behavioral Neuroscience', 'Clinical Psychology']","['anxiety', 'chronic pain', 'C-Touch', 'depression', 'interoception', 'interoceptive treatment']"
