PaperName,URL,LastEdited,Categories,Source
Behavioural and neurophysiological differences in working memory function of depressed patients and healthy controls,https://psyarxiv.com/h8dmr/,"Nov 19, 2020","['Life Sciences', 'Neuroscience and Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Cognitive Neuroscience']",PsyArXiv
Maternal depressive symptoms and infant temperament in the first year of life predict child behaviour at 3 years of age,https://psyarxiv.com/j2de8/,"Dec 4, 2020","['Social and Behavioral Sciences', 'Psychology', 'Developmental Psychology', 'Child Psychology']",PsyArXiv
Borderline personality disorder traits associate with midlife cardiometabolic risk,https://psyarxiv.com/6eksy/,"Jun 28, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Examining Emotional Pain Among Individuals With Chronic Physical Pain: Nomothetic and Idiographic Approaches,https://psyarxiv.com/fuers/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Health Psychology']",PsyArXiv
Minimal mindfulness of the world as an active control for a full mindfulness of mental states intervention: A Registered Report and Pilot study,https://psyarxiv.com/3umz7/,"Jun 21, 2021","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology', 'Clinical Psychology']",PsyArXiv
Objectively-measured digital technology use does not predict within- or between-person increases in psychological distress among young adults,https://psyarxiv.com/ucsh6/,"Jul 5, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Effects of Brief Interventions on Internalizing Symptoms and Substance Use in Youth: A Systematic Review,https://psyarxiv.com/dbtrk/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
The decreasing level of Toshka Lakes seen from space,http://arxiv.org/abs/1107.4430,"Aug 5, 2011",['Physics'],arXiv
Sunspots are in many ways similar to terrestrial vortices,http://arxiv.org/abs/1110.1215,"Oct 7, 2011",[],arXiv
Integrated Surface-enhanced Raman Spectroscopy chip based on liquid core waveguide,http://arxiv.org/abs/1511.02625,"Dec 8, 2015","['Physics', 'Optics']",arXiv
Abnormal effective connectivity in migraine with aura under photic stimulation,http://arxiv.org/abs/1104.2532,"May 12, 2011","['Physics', 'Biology']",arXiv
Negative interest rates: why and how?,http://arxiv.org/abs/1601.02246,"Jan 12, 2016","['Finance', 'Probability', 'Mathematics']",arXiv
The Mental Health of School-Going Children During Existing Lockdown Situation Due to COVID-19 Pandemic in Bangladesh,http://dx.doi.org/10.20944/PREPRINTS202005.0346.V1,"May 21, 2020",[],Preprints.org
Multivariate Analysis of Structural and Functional Neuroimaging Can Inform Psychiatric Differential Diagnosis,http://dx.doi.org/10.20944/PREPRINTS202012.0080.V1,"Dec 3, 2020",[],Preprints.org
Long Term Impacts of Compensatory Preschool on Health and Behavior: Evidence from Head Start,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=8803,"Dec 4, 2014",[],RePEc
The 2008 Financial Crisis and Taxation Policy,http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=7666,"Dec 4, 2014",[],RePEc
The 1991 Budget and Some Policy Implications in 1992,http://www.aeaf.minfin.bg/bg/izdaniq/P_1_e.pdf,"Oct 3, 2013",[],RePEc
The Information Content of Earnings Announcements: New Insights from Intertemporal and Cross-Sectional Behavior,http://www.gsb.stanford.edu/gsb-cmis/gsb-cmis-download-auth/406136,"Sep 22, 2016",[],RePEc
Fetal origins of mental health: evidence from Africa,http://www.csae.ox.ac.uk/workingpapers/pdfs/csae-wps-2015-15.pdf,"Jul 16, 2015",[],RePEc
Responding to Shocks: Australia's Institutions and Policies,http://www.economics.adelaide.edu.au/research/papers/doc/wp2010-30.pdf,"Oct 30, 2014",[],RePEc
Antidepressants and Age,http://www2.warwick.ac.uk/fac/soc/economics/research/centres/cage/research/papers/44-2011oswald.pdf,"Mar 27, 2014",[],RePEc
Joseph A. Schumpeter: Ein Pionier der Makrofinanz,http://elpub.bib.uni-wuppertal.de/edocs/dokumente/fbb/wirtschaftswissenschaft/sdp/sdp16/sdp16007.pdf,"Dec 15, 2016",[],RePEc
Information cascades and the distribution of economic recessions in the United States,http://dx.doi.org/10.1016/J.PHYSA.2004.04.109,"Nov 10, 2009",['Finance'],arXiv
Superconductivity in carbon nanotube ropes: Ginzburg-Landau approach and the role of quantum phase slips,http://arxiv.org/abs/cond-mat/0308162,"May 23, 2007",[],arXiv
On the multiplicative effect of government spending (or any other spending for that matter),http://arxiv.org/pdf/1502.00808,"Feb 12, 2015",[],RePEc
Issues in Trade and Protectionism,http://www.cepr.net/documents/publications/trade-and-protectionism-2009-11.pdf,"Oct 17, 2013",[],RePEc
Keynesian Dominance in Crisis Therapy,http://pubdb.wiwi.uni-jena.de/pdf/wp_hlj45-2013.pdf,"Sep 26, 2013",[],RePEc
The Federal Reserve's New Approach to Raising Interest Rates,http://www.federalreserve.gov/econresdata/notes/feds-notes/2016/the-federal-reserves-new-approach-to-raising-interest-rates-20160212.html,"Sep 22, 2016",[],RePEc
China's export growth and U.S. trade policy,http://www.chicagofed.org/digital_assets/publications/working_papers/2004/wp2004_28.pdf,"Oct 29, 2015",[],RePEc
"""Deficit Hysteria Redux? Why We Should Stop Worrying About U.S. Government Deficits""",http://www.levyinstitute.org/pubs/ppb_111.pdf,"Feb 20, 2014",[],RePEc
"Take what you can: property rights, contestability and conflict",http://www.hicn.org/wordpress/wp-content/uploads/2012/06/HiCN-WP-214.pdf,"Apr 14, 2016",[],RePEc
"After Chile's Health Reform: Increase in Coverage and Access, Decline in Hospitalization And Death Rates",http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=35438803,"Jul 11, 2013",[],RePEc
The Enduring Impact of the American Dust Bowl: Short and Long-run Adjustments to Environmental Catastrophe,http://www.nber.org/papers/w15605.pdf,"Sep 19, 2013",[],RePEc
Forbearance by Contract: How Building and Loans Mitigated the Mortgage Crisis of the 1930s,http://www.nber.org/papers/w21786.pdf,"Dec 24, 2015",[],RePEc
"Existing Estimates, New Estimates, and New Interpretations of World War I and its Aftermath",http://www.nber.org/papers/w2187.pdf,"Mar 16, 2017",[],RePEc
The Great Crash and the Onset of the Great Depression,http://www.nber.org/papers/w2639.pdf,"Mar 16, 2017",[],RePEc
Supply-Side Policies in the Depression: Evidence from France,http://www.nber.org/papers/w22140.pdf,"Apr 7, 2016",[],RePEc
A Model of Secular Stagnation,http://www.nber.org/papers/w20574.pdf,"Nov 13, 2014",[],RePEc
Systemic and Idiosyncratic Sovereign Debt Crises,http://www.nber.org/papers/w20042.pdf,"Aug 13, 2015",[],RePEc
Mental Health Stigma,http://www.nber.org/papers/w21240.pdf,"Jun 11, 2015",[],RePEc
Were the Good Old Days That Good? The Evolution of Managerial Stok Ownership Since the great Depression.,,"Nov 20, 2014",[],RePEc
Large shocks in U.S. macroeconomic time series: 1860–1988,http://hal.archives-ouvertes.fr/hal-00422502/document,"Nov 12, 2015",[],RePEc
The Economics of Grief,http://ftp.iza.org/dp7010.pdf,"Sep 15, 2016",[],RePEc
Financial Risk Capacity,http://economicdynamics.org/meetpapers/2012/paper_97.pdf,"Jul 21, 2016",[],RePEc
ISSUES RELATED TO THE PRESENT ECONOMIC CRISIS,http://ccasp.ase.ro/KM2009/42.pdf,"Jul 24, 2014",[],RePEc
Banking Crises,http://repec.wesleyan.edu/pdf/rgrossman/2016001_grossman.pdf,"May 19, 2016",[],RePEc
"How to Turn a Recession into a Depression: The Role of the Media, of the Politicians, and of the Political Analysts",http://mpra.ub.uni-muenchen.de/45391/1/MPRA_paper_45391.pdf,"Aug 20, 2015",[],RePEc
The impact of the Great Recession on the incomes of households,http://repec.ioe.ac.uk/REPEc/pdf/qsswp1207.pdf,"Jan 29, 2015",[],RePEc
The causal effects of retirement on mental health: Looking beyond the mean effects,http://www.econstor.eu/bitstream/10419/149576/1/877714770.pdf,"Feb 2, 2017",[],RePEc
Fiscal Policy Across Levels of Government in Times of Crisis,http://dx.doi.org/10.1787/5K97B10WQN46-EN,"Nov 20, 2014",[],RePEc
Commentary: Real-world implications of apathy among older adults: Independent associations with activities of daily living and quality of life.,https://psyarxiv.com/hdr4w/,"May 7, 2019","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology', 'Life Sciences', 'Neuroscience and Neurobiology', 'Other Neuroscience and Neurobiology', 'Health Psychology', 'Developmental Neuroscience', 'Medicine and Health Sciences', 'Psychiatry and Psychology']",PsyArXiv
Can Aaripiprazole Normalize Yatrogenic Hyperprolactinemia?,/fu7wj,"May 4, 2020","['Life Sciences', 'Medicine and Health Sciences', 'Pharmacy and Pharmaceutical Sciences', 'Pharmacology, Toxicology and Environmental Health', 'Pharmacology']",OSF Preprints
Strain engineered graphene using a nanostructured substrate: I Deformations,http://arxiv.org/abs/1204.6370,"Jun 4, 2015",[],arXiv
Fast dynamics of odor rate coding in the insect antennal lobe,http://arxiv.org/abs/1101.0271,"Jan 6, 2011","['Physics', 'Biology']",arXiv
Effects of Direct-Acting Antiviral Agents on the Mental Health of Patients with Chronic Hepatitis C: A Prospective Observational Study,http://dx.doi.org/10.20944/PREPRINTS202007.0045.V1,"Jul 5, 2020",[],Preprints.org
Reliability and Validity of the Center for Epidemiologic Studies Depression (Ces-D) Scale for Adolescents in Lao Pdr,http://dx.doi.org/10.20944/PREPRINTS202007.0690.V1,"Jul 29, 2020",[],Preprints.org
The Effects of Intravenous Lipid Emulsion Treatment in the Preventi̇on of Depressive Effects of Propofol on Cardiovascular and Respiratory System: An Experimental Animal Study,http://dx.doi.org/10.20944/PREPRINTS201808.0136.V1,"Aug 7, 2018",[],Preprints.org
The Influence of Nonpharmacological Complex Therapy Conducted at Community Day-Care Center on the Cognitive Functions and Mood in Older Adults,http://dx.doi.org/10.20944/PREPRINTS202005.0067.V1,"May 5, 2020",[],Preprints.org
Study of Chemotherapy-Induced Cognitive Impairment in Women with Breast Cancer,,"Oct 14, 2020",['Biochemistry'],Preprints.org
"Association Between Weight Gain, Psychological, Sociodemographic Factors, and Physical Activity in Bariatric Patients: A Complex System",http://dx.doi.org/10.20944/PREPRINTS202102.0134.V1,"Feb 4, 2021",[],Preprints.org
Chandra Observation of a 300 kpc Hydrodynamic Instability in the Intergalactic Medium of the Merging Cluster of Galaxies A3667,http://dx.doi.org/10.1086/340481,"Nov 7, 2009",[],arXiv
Re-presenting a Story by Emotional Factors using Sentimental Analysis Method,http://arxiv.org/abs/1607.03707,"Jul 14, 2016",['Computer Sciences'],arXiv
A String-Inspired Model for the Low-ℓℓ CMB,http://dx.doi.org/10.1142/S0217732315501370,"Aug 26, 2015",[],arXiv
The 5200A flux depression of chemically peculiar stars: I. Synthetic Delta a photometry - the normality line,http://dx.doi.org/10.1046/J.1365-8711.2003.06452.X,"Nov 7, 2009",[],arXiv
"Toxoplasmosis, but not borreliosis, is associated with psychiatric disorders: A cross-sectional survey on 46 thousand of subjects",http://www.biorxiv.org/content/early/2017/12/11/231803,"Dec 11, 2017",[],bioRxiv
BDNF controls neuropsychiatric manifestation via autophagic regulation of p62 and GABAA receptor trafficking,http://dx.doi.org/10.1101/334466,"Jan 11, 2019",[],bioRxiv
Hot spots and labyrinths: Why neuromodulation devices for episodic migraine should be personalized,http://peerj.com/preprints/515v1,"Sep 26, 2014","['Neuroscience and Neurobiology', 'Biology', 'Biotechnology', 'Neurology', 'Computational Biology']",PeerJ
Determinants of Cancer-specific Quality of Life in Veteran Lung Cancer Survivors Eligible for Long-Term Cure,http://dx.doi.org/10.1101/518910,"Jan 12, 2019",[],bioRxiv
Homeostatic Inhibitory Control of Cortical Hyperexcitability in Fragile X Syndrome,http://www.biorxiv.org/content/early/2018/11/01/459511,"Nov 1, 2018",[],bioRxiv
Comparison of Approaches to the identification of Symptom Burden in Hemodialysis Patients Utilizing Electronic Health Records,http://www.biorxiv.org/content/early/2018/11/02/458976,"Nov 2, 2018",[],bioRxiv
Inhibition of protein translation by the DISC1-Boymaw fusion gene from a Scottish family with major psychiatric disorders,http://biorxiv.org/content/early/2014/05/31/005710,"May 31, 2014","['Neuroscience and Neurobiology', 'Biology']",bioRxiv
"Clarinet (CLA-1), a novel active zone protein required for synaptic vesicle clustering and release",http://biorxiv.org/content/early/2017/06/03/145789,"Jun 3, 2017",[],bioRxiv
Restoration of Sp4 in forebrain GABAergic neurons rescues hypersensitivity to ketamine in Sp4 hypomorphic mice,http://dx.doi.org/10.1101/015677,"Feb 26, 2015",[],bioRxiv
A segregating inversion generates fitness variation in a yellow monkeyflower (Mimulus guttatus) population,http://dx.doi.org/10.1101/028670,"Oct 8, 2015",[],bioRxiv
An explanation of the formation of the peculiar periphery of Tycho's supernova remnant,http://dx.doi.org/10.1093/MNRAS/STX2921,"Dec 27, 2017",[],arXiv
The benefits of providing information to patients,http://www.york.ac.uk/media/che/documents/papers/discussionpapers/CHE%20Discussion%20Paper%2058.pdf,"Apr 17, 2014",[],RePEc
"Reaching a Political Consensus for Tax Reform in Spain: The Moncloa Pacts, Joining the European Union and the Rest of the Journey",http://icepp.gsu.edu/files/2015/03/ispwp0601.pdf,"Apr 2, 2015",[],RePEc
Colombian economic growth under Markov switching regimes with endogenous transition probabilities,http://www.banrep.gov.co/docum/ftp/borra425.pdf,"May 8, 2014",[],RePEc
"Health, Income and Economic Development",http://drive.google.com/a/princeton.edu/file/d/0BwjFN4HbBrDBalNIZ2RDX3hTcUU/view,"Mar 31, 2016",[],RePEc
Family Leave after Childbirth and the Health of New Mothers,http://www.nber.org/papers/w14156.pdf,"Apr 3, 2014",[],RePEc
"Work Expectations, Realizations, and Depression in Older Workers",http://www.nber.org/papers/w14435.pdf,"Apr 3, 2014",[],RePEc
Causes of U.S. Bank Distress During the Depression,http://www.nber.org/papers/w7919.pdf,"Mar 16, 2017",[],RePEc
"A Dual Method of Empirically Evaluating Dynamic Competitive Equilibrium Models with Market Distortions, Applied to the Great Depression & World War II",http://www.nber.org/papers/w8775.pdf,"Apr 3, 2014",[],RePEc
The End of the Great Depression 1939-41: Policy Contributions and Fiscal Multipliers,http://www.nber.org/papers/w16380.pdf,"Jun 12, 2014",[],RePEc
Fluctuations in Weekly Hours and Total Hours Worked Over the Past 90 Years and the Importance of Changes in Federal Policy Toward Job Sharing,http://www.nber.org/papers/w18816.pdf,"Nov 13, 2014",[],RePEc
"Mental health, teenage motherhood, and age at first birth among British women in the 1990s",http://www.iser.essex.ac.uk/research/publications/working-papers/iser/2003-33.pdf,"Oct 1, 2015",[],RePEc
The Utility of Expressive Writing as Self-Help to Reduce Psychosocial Stress (Japanese),http://www.rieti.go.jp/jp/publications/dp/13j076.pdf,"Dec 5, 2013",[],RePEc
The End of the Great Depression 1939-41: Policy Contributions and Fiscal Multipliers,http://www.nber.org/papers/w16380.pdf,"Jun 12, 2014",[],RePEc
The 5200A flux depression of chemically peculiar stars: I. Synthetic Delta a photometry - the normality line,http://dx.doi.org/10.1046/J.1365-8711.2003.06452.X,"Nov 7, 2009",[],arXiv
The benefits of providing information to patients,http://www.york.ac.uk/media/che/documents/papers/discussionpapers/CHE%20Discussion%20Paper%2058.pdf,"Apr 17, 2014",[],RePEc
Colombian economic growth under Markov switching regimes with endogenous transition probabilities,http://www.banrep.gov.co/docum/ftp/borra425.pdf,"May 8, 2014",[],RePEc
Evolving Phillips trade-off,http://www.ecb.europa.eu/pub/pdf/scpwps/ecbwp1176.pdf,"Aug 22, 2013",[],RePEc
An explanation of the formation of the peculiar periphery of Tycho's supernova remnant,http://dx.doi.org/10.1093/MNRAS/STX2921,"Dec 27, 2017",[],arXiv
"Reaching a Political Consensus for Tax Reform in Spain: The Moncloa Pacts, Joining the European Union and the Rest of the Journey",http://icepp.gsu.edu/files/2015/03/ispwp0601.pdf,"Apr 2, 2015",[],RePEc
"Health, Income and Economic Development",http://drive.google.com/a/princeton.edu/file/d/0BwjFN4HbBrDBalNIZ2RDX3hTcUU/view,"Mar 31, 2016",[],RePEc
Bad money and distributive conflict,http://halshs.archives-ouvertes.fr/halshs-00496919/document,"Sep 22, 2016",[],RePEc
Public borrowing in harsh times: The Leagues of Nations loans revisited,http://www.unige.ch/ses/dsec/repec/files/12091.pdf,"Jul 7, 2016",[],RePEc
The Utility of Expressive Writing as Self-Help to Reduce Psychosocial Stress (Japanese),http://www.rieti.go.jp/jp/publications/dp/13j076.pdf,"Dec 5, 2013",[],RePEc
"Mental health, teenage motherhood, and age at first birth among British women in the 1990s",http://www.iser.essex.ac.uk/research/publications/working-papers/iser/2003-33.pdf,"Oct 1, 2015",[],RePEc
Chandra Observation of a 300 kpc Hydrodynamic Instability in the Intergalactic Medium of the Merging Cluster of Galaxies A3667,http://dx.doi.org/10.1086/340481,"Nov 7, 2009",[],arXiv
Inhibition of protein translation by the DISC1-Boymaw fusion gene from a Scottish family with major psychiatric disorders,http://biorxiv.org/content/early/2014/05/31/005710,"May 31, 2014","['Neuroscience and Neurobiology', 'Biology']",bioRxiv
Hot spots and labyrinths: Why neuromodulation devices for episodic migraine should be personalized,http://peerj.com/preprints/515v1,"Sep 26, 2014","['Neuroscience and Neurobiology', 'Biology', 'Biotechnology', 'Neurology', 'Computational Biology']",PeerJ
Determinants of Cancer-specific Quality of Life in Veteran Lung Cancer Survivors Eligible for Long-Term Cure,http://dx.doi.org/10.1101/518910,"Jan 12, 2019",[],bioRxiv
"A Dual Method of Empirically Evaluating Dynamic Competitive Equilibrium Models with Market Distortions, Applied to the Great Depression & World War II",http://www.nber.org/papers/w8775.pdf,"Apr 3, 2014",[],RePEc
Family Leave after Childbirth and the Health of New Mothers,http://www.nber.org/papers/w14156.pdf,"Apr 3, 2014",[],RePEc
"Work Expectations, Realizations, and Depression in Older Workers",http://www.nber.org/papers/w14435.pdf,"Apr 3, 2014",[],RePEc
Professor Fisher and the Quantity Theory - A Significant Encounter,http://economics.uwo.ca/research/department_working_papers_docs/wp2011/wp2011_1.pdf,"Aug 1, 2013",[],RePEc
"Fixation, Flexibility, and Creativity: The Dynamics of Mind Wandering",https://psyarxiv.com/v4538/,"Apr 2, 2021","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology']",PsyArXiv
Emotion processing and regulation in major depressive disorder: A 7T resting-state fMRI study,https://psyarxiv.com/z3qgj/,"Sep 30, 2020","['Life Sciences', 'Neuroscience and Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Worsening of pre-existing psychiatric conditions during the COVID-19 pandemic,https://psyarxiv.com/x6cyg/,"Oct 7, 2020","['Social and Behavioral Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Psychology', 'Health Psychology', 'Clinical Psychology']",PsyArXiv
The significance of anxiety symptoms in predicting psychosocial functioning across borderline personality traits,https://psyarxiv.com/nre5u/,"Nov 15, 2020","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Killing in Combat; the Diverging Mental Health Impact on Distinct Veteran Populations – A Two-Sample Study,https://psyarxiv.com/4g9fb/,"Nov 24, 2020","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Personality and Social Contexts', 'Clinical Psychology']",PsyArXiv
"Risk perception, Unhealthy Behavior, and Anxiety due to Viral Epidemic among Healthcare Workers: The Relationships with Depressive and Insomnia symptoms during COVID-19",https://psyarxiv.com/ph3ny/,"Mar 19, 2021","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Social and Behavioral Sciences']",PsyArXiv
A Meta-Analysis of Placebo-Controlled Trials of Psychedelic-Assisted Therapy,https://psyarxiv.com/nhbjk/,"Oct 28, 2020","['Social and Behavioral Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Pandemic Grief in Poland: Adaptation of a Measure and its relationship with Social Support and Resilience,https://psyarxiv.com/es3rd/,"Apr 23, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Life Sciences']",PsyArXiv
Psychometric properties of the Beck Anxiety Inventory and Snaith-Hamilton Pleasure Scale in Spanish-speaking countries during the COVID-19 pandemic,https://psyarxiv.com/r3cpt/,"May 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology']",PsyArXiv
Measuring the Role of Social Rejection Sensitivity in Depressive Symptoms in the Digital Age: The Online and Offline Social Sensitivity Scale,https://psyarxiv.com/m95dh/,"Jun 9, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Mental Health and Music Engagement: Review, Framework, and Guidelines for Future Studies",https://psyarxiv.com/erv9c/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Testing a Self-Affirmation Intervention for Improving the Psychosocial Health of Black and White Medical Students,https://psyarxiv.com/w9cbv/,"May 17, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts']",PsyArXiv
Objectively measured physical activity and symptoms of psychopathology in general population adolescents from the SIGMA cohort,https://psyarxiv.com/43fcx/,"Jun 18, 2021","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Life Sciences', 'Neuroscience and Neurobiology', 'Behavioral Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Common cause vs dynamic mutualism: an empirical comparison of two theories of psychopathology in two large longitudinal cohorts,https://psyarxiv.com/a6ght/,"Jul 10, 2021","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Developmental Psychology', 'Clinical Psychology', 'Theory and Philosophy', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Loneliness is associated with greater cognitive distance between the self and a close friend,https://psyarxiv.com/5fpsa/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts', 'Cognitive Psychology']",PsyArXiv
"Doping effects of Co, Ni, and Cu in FeTe0.65Se0.35 single crystals",http://arxiv.org/abs/1205.6295,"May 30, 2012",[],arXiv
New method for the study of psychotropic drug effects under simulated clinical conditions,http://arxiv.org/abs/0707.3671,"May 21, 2008",['Biology'],arXiv
Analytic prognostic for petrochemical pipelines,http://arxiv.org/abs/1212.6060,"Dec 31, 2012",['Physics'],arXiv
Notes on the numerical solution of the Benjamin equation,http://arxiv.org/abs/1310.2749,"May 23, 2014",['Mathematics'],arXiv
Fluctuation-response Relation Unifies Dynamical Behaviors in Neural Fields,http://arxiv.org/abs/1409.2114,"Aug 7, 2015",['Biology'],arXiv
"A Systematic Review of the Evidence on Inflammation in Depressive Illness and Symptoms, in Chronic and End Stage Kidney Disease",https://psyarxiv.com/v42mn/,"Mar 16, 2021","['Life Sciences', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Trajectories for mood states during a multi-session neurofeedback training intervention in major depressive disorder,https://psyarxiv.com/2msqp/,"Feb 15, 2021","['Life Sciences', 'Neuroscience and Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Testing a Self-Affirmation Intervention for Improving the Psychosocial Health of Black and White Medical Students,https://psyarxiv.com/w9cbv/,"May 17, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts']",PsyArXiv
Psychometric properties of the Beck Anxiety Inventory and Snaith-Hamilton Pleasure Scale in Spanish-speaking countries during the COVID-19 pandemic,https://psyarxiv.com/r3cpt/,"May 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology']",PsyArXiv
"Mental Health and Music Engagement: Review, Framework, and Guidelines for Future Studies",https://psyarxiv.com/erv9c/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Measuring the Role of Social Rejection Sensitivity in Depressive Symptoms in the Digital Age: The Online and Offline Social Sensitivity Scale,https://psyarxiv.com/m95dh/,"Jun 9, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Objectively measured physical activity and symptoms of psychopathology in general population adolescents from the SIGMA cohort,https://psyarxiv.com/43fcx/,"Jun 18, 2021","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Life Sciences', 'Neuroscience and Neurobiology', 'Behavioral Neurobiology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Common cause vs dynamic mutualism: an empirical comparison of two theories of psychopathology in two large longitudinal cohorts,https://psyarxiv.com/a6ght/,"Jul 10, 2021","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Developmental Psychology', 'Clinical Psychology', 'Theory and Philosophy', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Loneliness is associated with greater cognitive distance between the self and a close friend,https://psyarxiv.com/5fpsa/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts', 'Cognitive Psychology']",PsyArXiv
The Mental Health of School-Going Children During Existing Lockdown Situation Due to COVID-19 Pandemic in Bangladesh,http://dx.doi.org/10.20944/PREPRINTS202005.0346.V2,"Jul 22, 2020",[],Preprints.org
"Transpersonal Gratitude, Emotional Intelligence, Life Contentment, and Mental Health Risk Among Adolescents and Young Adults",http://dx.doi.org/10.20944/PREPRINTS202007.0620.V1,"Jul 25, 2020",[],Preprints.org
"Doping effects of Co, Ni, and Cu in FeTe0.65Se0.35 single crystals",http://arxiv.org/abs/1205.6295,"May 30, 2012",[],arXiv
Notes on the numerical solution of the Benjamin equation,http://arxiv.org/abs/1310.2749,"May 23, 2014",['Mathematics'],arXiv
Traveling surface waves of moderate amplitude in shallow water,http://arxiv.org/abs/1312.1597,"Dec 6, 2013","['Mathematics', 'Dynamical Systems']",arXiv
Analytic prognostic for petrochemical pipelines,http://arxiv.org/abs/1212.6060,"Dec 31, 2012",['Physics'],arXiv
Fluctuation-response Relation Unifies Dynamical Behaviors in Neural Fields,http://arxiv.org/abs/1409.2114,"Aug 7, 2015",['Biology'],arXiv
Depressions at the surface of an elastic spherical shell submitted to external pressure,http://arxiv.org/abs/cond-mat/0603736,"May 14, 2009",[],arXiv
New method for the study of psychotropic drug effects under simulated clinical conditions,http://arxiv.org/abs/0707.3671,"May 21, 2008",['Biology'],arXiv
Chaotic hopping between attractors in neural networks,http://arxiv.org/abs/q-bio/0604020,"May 23, 2007",['Biology'],arXiv
"The Mother of All Sudden Stops: Capital Flows and Reversals in Europe, 1919-1932",http://www.cepr.org/active/publications/discussion_papers/dp.php?dpno=9670,"Dec 4, 2014",[],RePEc
"Housing, Health and Happiness",http://cedlas.econo.unlp.edu.ar/archivos_upload/doc_cedlas74.pdf,"Jun 19, 2014",[],RePEc
"""Money-Multiplier Shocks in a Credit-View Model""",http://graduate.lerner.udel.edu/sites/default/files/ECON/PDFs/RePEc/dlw/WorkingPapers/2010/UDWP2010-05.pdf,"Sep 26, 2013",[],RePEc
Fiscal Policy: Lessons from the Crisis,http://www.bancaditalia.it/pubblicazioni/seminari_convegni/Fiscal_Policy/6_Fiscal_Policy.pdf,"Jan 1, 2015",[],RePEc
"The long run development of Chile and the Natural Resources curse. Linkages, policy and growth, 1850-1950",http://www.ub.edu/ubeconomics/wp-content/uploads/2014/12/318WEB.pdf,"Dec 18, 2014",[],RePEc
Inequality as Policy: The United States Since 1979,http://www.cepr.net/documents/publications/inequality-policy-2009-10.pdf,"Oct 17, 2013",[],RePEc
